ProvinceName,KabupatenName,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
SULAWESI SELATAN,MAROS,TURIKALE,5473,15994,21467
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,MANDALLE,1811,4726,6537
SULAWESI SELATAN,BARRU,TANETE RIAJA,1604,10629,12233
SULAWESI SELATAN,SOPPENG,GANRA,1076,5729,6805
SULAWESI SELATAN,SOPPENG,MARIORIWAWO,3769,20457,24226
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,LABAKKANG,7813,14953,22766
SULAWESI SELATAN,BARRU,BALUSU,1184,9051,10235
SULAWESI SELATAN,WAJO,PENRANG,0,0,0
SULAWESI SELATAN,BARRU,TANETE RILAU,2818,15753,18571
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,SEGERI,1824,8432,10256
SULAWESI SELATAN,BARRU,SOPPENG RIAJA,1715,8056,9771
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,BALOCCI,2532,5889,8421
SULAWESI SELATAN,SOPPENG,LALABATA,4379,21783,26162
SULAWESI SELATAN,WAJO,PITUMPANUA,0,0,0
SULAWESI SELATAN,BARRU,BARRU,3412,18125,21537
SULAWESI SELATAN,SOPPENG,MARIORIAWA,2137,14539,16676
SULAWESI SELATAN,WAJO,TANASITOLO,0,0,0
SULAWESI SELATAN,WAJO,BOLA,0,0,0
SULAWESI SELATAN,BARRU,MALLUSETASI,1780,12656,14436
SULAWESI SELATAN,SOPPENG,LILIRIAJA,2374,12899,15273
SULAWESI SELATAN,SOPPENG,DONRI DONRI,1489,12046,13535
SULAWESI SELATAN,WAJO,MANIANGPAJO,0,0,0
SULAWESI SELATAN,SIDENRENG RAPPANG,PANCA LAUTANG,1099,8889,9988
SULAWESI SELATAN,WAJO,TAKKALALLA,0,0,0
SULAWESI SELATAN,SOPPENG,CITTA,974,3268,4242
SULAWESI SELATAN,SOPPENG,LILIRILAU,3447,18838,22285
SULAWESI SELATAN,WAJO,TEMPE,0,0,0
SULAWESI SELATAN,WAJO,KEERA,0,0,0
SULAWESI SELATAN,WAJO,PAMMANA,0,0,0
SULAWESI SELATAN,WAJO,SABANGPARU,0,0,0
SULAWESI SELATAN,WAJO,GILIRENG,0,0,0
SULAWESI SELATAN,SIDENRENG RAPPANG,KULO,1409,5153,6562
SULAWESI SELATAN,WAJO,MAJAULENG,0,0,0
SULAWESI SELATAN,WAJO,BELAWA,0,0,0
SULAWESI SELATAN,WAJO,SAJOANGING,0,0,0
SULAWESI SELATAN,SIDENRENG RAPPANG,MARITENGNGAE,4629,21492,26121
SULAWESI SELATAN,SIDENRENG RAPPANG,TELLU LIMPOE,3115,10380,13495
SULAWESI SELATAN,PINRANG,PATAMPANUA,4613,11696,16309
SULAWESI SELATAN,PINRANG,MATIRRO SOMPE,2730,11963,14693
SULAWESI SELATAN,SIDENRENG RAPPANG,PITU RIASE,2212,9239,11451
SULAWESI SELATAN,SIDENRENG RAPPANG,PITU RIAWA,2923,11684,14607
SULAWESI SELATAN,PINRANG,TIROANG,0,0,0
SULAWESI SELATAN,SIDENRENG RAPPANG,BARANTI,3131,13517,16648
SULAWESI SELATAN,PINRANG,LEMBANG,0,0,0
SULAWESI SELATAN,SIDENRENG RAPPANG,DUA PITUE,2774,12804,15578
SULAWESI SELATAN,SIDENRENG RAPPANG,PANCA RIJANG,3708,12151,15859
SULAWESI SELATAN,ENREKANG,MAIWA,3733,8964,12697
SULAWESI SELATAN,PINRANG,LANRISANG,1900,8241,10141
SULAWESI SELATAN,SIDENRENG RAPPANG,WATANG PULU,4310,12557,16867
SULAWESI SELATAN,ENREKANG,CENDANA,1891,2737,4628
SULAWESI SELATAN,PINRANG,WATANG SAWITO,6848,19833,26681
SULAWESI SELATAN,PINRANG,BATU LAPPA,1334,3920,5254
SULAWESI SELATAN,ENREKANG,MASALLE,1701,4537,6238
SULAWESI SELATAN,PINRANG,SUPPA,2587,13745,16332
SULAWESI SELATAN,PINRANG,PALETEANG,5193,13124,18317
SULAWESI SELATAN,ENREKANG,BUNGIN,1076,1491,2567
SULAWESI SELATAN,ENREKANG,BAROKO,1914,3501,5415
SULAWESI SELATAN,LUWU,KAMANRE,1429,4346,5775
SULAWESI SELATAN,ENREKANG,CURIO,3004,4628,7632
SULAWESI SELATAN,ENREKANG,ENREKANG,6609,10063,16672
SULAWESI SELATAN,PINRANG,DUAMPANUA,4658,17165,21823
SULAWESI SELATAN,PINRANG,CEMPA,1855,7360,9215
SULAWESI SELATAN,ENREKANG,ALLA,4622,5945,10567
SULAWESI SELATAN,ENREKANG,ANGGERAJA,5083,8077,13160
SULAWESI SELATAN,ENREKANG,BARAKA,5530,5745,11275
SULAWESI SELATAN,LUWU,SULI BARAT,830,4166,4996
SULAWESI SELATAN,PINRANG,MATTIRO BULU,2989,12846,15835
SULAWESI SELATAN,ENREKANG,MALUA,2055,2152,4207
SULAWESI SELATAN,LUWU,BASSE SANGTEMPE,705,3221,3926
SULAWESI SELATAN,LUWU,WALENRANG TIMUR,3142,5348,8490
SULAWESI SELATAN,LUWU,LAROMPONG,2863,8972,11835
SULAWESI SELATAN,LUWU,WALENRANG UTARA,4331,7626,11957
SULAWESI SELATAN,LUWU,LAMASI TIMUR,1935,4226,6161
SULAWESI SELATAN,LUWU,BUA,4287,10712,14999
SULAWESI SELATAN,ENREKANG,BUNTU BATU,2592,4570,7162
SULAWESI SELATAN,LUWU,BELOPA UTARA,2341,5254,7595
SULAWESI SELATAN,LUWU,BUA PONRANG,2733,5233,7966
SULAWESI SELATAN,LUWU,PONRANG,4558,9108,13666
SULAWESI SELATAN,LUWU,LATIMOJONG,957,2190,3147
SULAWESI SELATAN,LUWU,BASSE SANGTEMPE UTARA,807,3394,4201
SULAWESI SELATAN,LUWU,BELOPA,3004,5845,8849
SULAWESI SELATAN,TANA TORAJA,MASANDA,726,1800,2526
SULAWESI SELATAN,LUWU,WALENRANG BARAT,2824,4132,6956
SULAWESI SELATAN,LUWU,SULI,2795,7453,10248
SULAWESI SELATAN,LUWU,BAJO BARAT,1463,3510,4973
SULAWESI SELATAN,LUWU,LAMASI,5601,5629,11230
SULAWESI SELATAN,TANA TORAJA,MAPPAK,749,2338,3087
SULAWESI SELATAN,LUWU,PONRANG SELATAN,3871,10335,14206
SULAWESI SELATAN,LUWU,WALENRANG,4940,8375,13315
SULAWESI SELATAN,TANA TORAJA,SANGALLA UTARA,983,3004,3987
SULAWESI SELATAN,TANA TORAJA,RANTETAYO,1495,4148,5643
SULAWESI SELATAN,TANA TORAJA,SALUPUTI,1072,2673,3745
SULAWESI SELATAN,TANA TORAJA,MAKALE SELATAN,1914,3586,5500
SULAWESI SELATAN,TANA TORAJA,MENGKENDEK,4374,9952,14326
SULAWESI SELATAN,LUWU,BAJO,3901,5518,9419
SULAWESI SELATAN,TANA TORAJA,RANO,995,1648,2643
SULAWESI SELATAN,TANA TORAJA,MAKALE UTARA,1619,4830,6449
SULAWESI SELATAN,LUWU UTARA,MALANGKE,2062,11021,13083
SULAWESI SELATAN,LUWU,LAROMPONG SELATAN,1766,7184,8950
SULAWESI SELATAN,TANA TORAJA,SANGALLA SELATAN,977,2786,3763
SULAWESI SELATAN,TANA TORAJA,MAKALE,5060,11447,16507
SULAWESI SELATAN,TANA TORAJA,MALIMBONG BALEPE,870,2781,3651
SULAWESI SELATAN,TANA TORAJA,REMBON,2599,6051,8650
SULAWESI SELATAN,TANA TORAJA,BITTUANG,1579,4535,6114
SULAWESI SELATAN,LUWU UTARA,MALANGKE BARAT,2418,9047,11465
SULAWESI SELATAN,TANA TORAJA,SIMBUANG,1122,1841,2963
SULAWESI SELATAN,TANA TORAJA,SANGALLA,1041,2542,3583
SULAWESI SELATAN,LUWU UTARA,SABBANG,6339,12082,18421
SULAWESI SELATAN,LUWU UTARA,MAPPEDECENG,3669,8870,12539
SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,7515,15564,23079
SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,3958,7090,11048
SULAWESI SELATAN,TANA TORAJA,GANDANGBATU SILLANAN,2542,6997,9539
SULAWESI SELATAN,LUWU UTARA,SEKO,3845,3126,6971
SULAWESI SELATAN,LUWU UTARA,SUKAMAJU,10048,12952,23000
SULAWESI SELATAN,TANA TORAJA,BONGGAKARADENG,984,1841,2825
SULAWESI SELATAN,LUWU UTARA,MASAMBA,4654,11692,16346
SULAWESI SELATAN,LUWU TIMUR,TOMONI TIMUR,2417,4740,7157
SULAWESI SELATAN,LUWU UTARA,TANA LILI,4268,7237,11505
SULAWESI SELATAN,TANA TORAJA,KURRA,515,1832,2347
SULAWESI SELATAN,LUWU UTARA,LIMBONG,837,771,1608
SULAWESI SELATAN,LUWU UTARA,RAMPI,468,1018,1486
SULAWESI SELATAN,LUWU UTARA,BONE BONE,4915,8083,12998
SULAWESI SELATAN,LUWU TIMUR,BURAU,4434,10803,15237
SULAWESI SELATAN,LUWU TIMUR,MALILI,5040,11226,16266
SULAWESI SELATAN,TORAJA UTARA,TALLUNGLIPU,2886,6013,8899
SULAWESI SELATAN,LUWU TIMUR,TOWUTI,5412,8778,14190
SULAWESI SELATAN,LUWU TIMUR,WOTU,4691,10094,14785
SULAWESI SELATAN,TORAJA UTARA,RANTEBUA,1891,4844,6735
SULAWESI SELATAN,LUWU TIMUR,NUHA,4373,5487,9860
SULAWESI SELATAN,TORAJA UTARA,NANGGALA,2019,3641,5660
SULAWESI SELATAN,TORAJA UTARA,TONDON,2792,3844,6636
SULAWESI SELATAN,TORAJA UTARA,SOPAI,2535,4009,6544
SULAWESI SELATAN,TORAJA UTARA,RINDINGALLO,952,3099,4051
SULAWESI SELATAN,LUWU TIMUR,ANGKONA,3714,7983,11697
SULAWESI SELATAN,LUWU TIMUR,KALAENA,1809,4287,6096
SULAWESI SELATAN,TORAJA UTARA,RANTEPAO,3787,8020,11807
SULAWESI SELATAN,TORAJA UTARA,KAPALA PITU,795,1823,2618
SULAWESI SELATAN,LUWU TIMUR,TOMONI,4609,7667,12276
SULAWESI SELATAN,TORAJA UTARA,TIKALA,1613,3325,4938
SULAWESI SELATAN,KOTA MAKASSAR,RAPPOCINI,23014,50226,73240
SULAWESI SELATAN,LUWU TIMUR,WASUPONDA,2872,5677,8549
SULAWESI SELATAN,TORAJA UTARA,BUNTU PEPASAN,2170,6947,9117
SULAWESI SELATAN,KOTA MAKASSAR,PANAKUKKANG,18437,45870,64307
SULAWESI SELATAN,TORAJA UTARA,BALUSU,1470,3459,4929
SULAWESI SELATAN,KOTA MAKASSAR,TAMALATE,23292,51303,74595
SULAWESI SELATAN,KOTA MAKASSAR,UJUNG PANDANG,3409,10255,13664
SULAWESI SELATAN,TORAJA UTARA,SESEAN SULOARA,963,2682,3645
SULAWESI SELATAN,KOTA MAKASSAR,BIRINGKANAYA,25507,57225,82732
SULAWESI SELATAN,KOTA MAKASSAR,BONTOALA,5664,20158,25822
SULAWESI SELATAN,TORAJA UTARA,AWAN RANTE KARUA,620,1601,2221
SULAWESI SELATAN,KOTA PARE PARE,BACUKIKI BARAT,5272,15822,21094
SULAWESI SELATAN,TORAJA UTARA,SESEAN,1714,3999,5713
SULAWESI SELATAN,KOTA MAKASSAR,MANGGALA,17896,42748,60644
SULAWESI SELATAN,KOTA PARE PARE,SOREANG,5877,17060,22937
SULAWESI SELATAN,KOTA MAKASSAR,MAKASAR,10666,28272,38938
SULAWESI SELATAN,KOTA PALOPO,TELLUWANUA,2517,3691,6208
SULAWESI SELATAN,KOTA MAKASSAR,TAMALANREA,15215,29906,45121
SULAWESI SELATAN,KOTA MAKASSAR,MARISO,9636,17432,27068
SULAWESI SELATAN,TORAJA UTARA,SANGGALANGI,2051,3824,5875
SULAWESI SELATAN,KOTA MAKASSAR,UJUNG TANAH,5646,17706,23352
SULAWESI SELATAN,KOTA PALOPO,WARA TIMUR,4804,10468,15272
SULAWESI SELATAN,KOTA MAKASSAR,TALLO,16709,45729,62438
SULAWESI SELATAN,KOTA MAKASSAR,WAJO,2845,12745,15590
SULAWESI SELATAN,KOTA PARE PARE,BACUKIKI,2211,6414,8625
SULAWESI SELATAN,KOTA PALOPO,WARA,4667,9394,14061
SULAWESI SELATAN,KOTA PALOPO,MUNGKAJANG,1184,2704,3888
SULAWESI SELATAN,KOTA MAKASSAR,MAMAJANG,8957,17778,26735
SULAWESI TENGGARA,KOLAKA,TANGGETADA,2143,4552,6695
SULAWESI SELATAN,KOTA PALOPO,BARA,4772,7403,12175
SULAWESI TENGGARA,KOLAKA,LAMBANDIA,2298,11517,13815
SULAWESI SELATAN,KOTA PARE PARE,UJUNG,4720,11915,16635
SULAWESI TENGGARA,KOLAKA,TINONDO,1534,1954,3488
SULAWESI TENGGARA,KOLAKA,WUNDULAKO,6069,3864,9933
SULAWESI TENGGARA,KOLAKA,LALOLAE,976,723,1699
SULAWESI SELATAN,KOTA PALOPO,WARA SELATAN,1634,3401,5035
SULAWESI TENGGARA,KOLAKA,TOARI,1858,2553,4411
SULAWESI TENGGARA,KOLAKA,POMALAA,5687,7541,13228
SULAWESI SELATAN,KOTA PALOPO,WARA BARAT,1870,3155,5025
SULAWESI SELATAN,KOTA PALOPO,SENDANA,1057,1987,3044
SULAWESI SELATAN,KOTA PALOPO,WARA UTARA,3184,6299,9483
SULAWESI TENGGARA,KOLAKA,LOEA,1352,2115,3467
SULAWESI TENGGARA,KOLAKA,MOWEWE,2756,1322,4078
SULAWESI TENGGARA,KOLAKA,TIRAWUTA,3289,3320,6609
SULAWESI TENGGARA,KONAWE,ANGGABERI,2966,997,3963
SULAWESI TENGGARA,KOLAKA,LATAMBAGA,5256,7933,13189
SULAWESI TENGGARA,KOLAKA,SAMATURU,3515,6943,10458
SULAWESI TENGGARA,KOLAKA,KOLAKA,9152,8372,17524
SULAWESI TENGGARA,KONAWE,LAMBUYA,2059,1421,3480
SULAWESI TENGGARA,KOLAKA,WATUBANGGA,2195,5230,7425
SULAWESI TENGGARA,KOLAKA,ULUIWOI,2552,1296,3848
SULAWESI TENGGARA,KOLAKA,POLINGGONA,935,1821,2756
SULAWESI TENGGARA,KONAWE,MELUHU,1340,1460,2800
SULAWESI TENGGARA,KOLAKA,LADONGI,4375,8020,12395
SULAWESI TENGGARA,KONAWE,BONDOALA,3001,1547,4548
SULAWESI TENGGARA,KOLAKA,WOLO,4288,7258,11546
SULAWESI TENGGARA,KONAWE,ROUTA,277,1540,1817
SULAWESI TENGGARA,KONAWE,KAPOIALA,1301,1072,2373
SULAWESI TENGGARA,KOLAKA,BAULA,2665,2427,5092
SULAWESI TENGGARA,KONAWE,BESULUTU,2131,1615,3746
SULAWESI TENGGARA,KONAWE,WAWONII TIMUR LAUT,1155,795,1950
SULAWESI TENGGARA,KONAWE,ASINUA,629,775,1404
SULAWESI TENGGARA,KONAWE,LALONGGASUMEETO,1823,945,2768
SULAWESI TENGGARA,KONAWE,UEPAI,3743,2935,6678
SULAWESI TENGGARA,KONAWE,WAWOTOBI,6238,4360,10598
SULAWESI TENGGARA,KONAWE,WONGGEDUKU,7032,4378,11410
SULAWESI TENGGARA,KONAWE,WAWONII TENGAH,558,913,1471
SULAWESI TENGGARA,KONAWE,KONAWE,2855,1439,4294
SULAWESI TENGGARA,KONAWE,ABUKI,3698,4018,7716
SULAWESI TENGGARA,KONAWE,WAWONII TENGGARA,1987,1312,3299
SULAWESI TENGGARA,KONAWE,AMONGGEDO,2861,2967,5828
SULAWESI TENGGARA,KONAWE,PONDIDAHA,3623,2123,5746
SULAWESI TENGGARA,KONAWE,WAWONII BARAT,1576,1681,3257
SULAWESI TENGGARA,KONAWE,PURIALA,2830,1408,4238
SULAWESI TENGGARA,KONAWE,WAWONII UTARA,1356,1513,2869
SULAWESI TENGGARA,MUNA,KABAWO,2869,1901,4770
SULAWESI TENGGARA,KONAWE,SAMPARA,5154,1800,6954
SULAWESI TENGGARA,KONAWE,UNAAHA,6490,5220,11710
SULAWESI TENGGARA,MUNA,KONTU KOWUNA,1139,585,1724
SULAWESI TENGGARA,MUNA,BONE,1622,804,2426
SULAWESI TENGGARA,MUNA,MAROBO,1023,1534,2557
SULAWESI TENGGARA,MUNA,PASIR PUTIH,1124,740,1864
SULAWESI TENGGARA,MUNA,TONGKUNO SELATAN,930,1335,2265
SULAWESI TENGGARA,KONAWE,WAWONII SELATAN,1483,841,2324
SULAWESI TENGGARA,MUNA,WA DAGA,1303,911,2214
SULAWESI TENGGARA,KONAWE,TONGAUNA,4971,3946,8917
SULAWESI TENGGARA,KONAWE,WAWONII TIMUR,1215,598,1813
SULAWESI TENGGARA,KONAWE,SOROPIA,2641,1853,4494
SULAWESI TENGGARA,KONAWE,ONEMBUTE,1772,1676,3448
SULAWESI TENGGARA,MUNA,TIWORO SELATAN,969,1331,2300
SULAWESI TENGGARA,MUNA,SEWERGADI,62,79,141
SULAWESI TENGGARA,MUNA,MAGINTI,1826,1688,3514
SULAWESI TENGGARA,KONAWE,LATOMA,735,390,1125
SULAWESI TENGGARA,MUNA,TONGKUNO,3262,2121,5383
SULAWESI TENGGARA,MUNA,PARIGI,2490,1710,4200
SULAWESI TENGGARA,MUNA,KUSAMBI,2535,1919,4454
SULAWESI TENGGARA,MUNA,TIWORO TENGAH,1528,1710,3238
SULAWESI TENGGARA,MUNA,NAPABALANO,2730,1598,4328
SULAWESI TENGGARA,MUNA,BARANGKA,1690,965,2655
SULAWESI TENGGARA,MUNA,LAWA,1866,1299,3165
SULAWESI TENGGARA,MUNA,LASALEPA,2950,1581,4531
SULAWESI TENGGARA,MUNA,TIWORO KEPULAUAN,1810,1257,3067
SULAWESI TENGGARA,MUNA,BATALAIWARU,3129,1865,4994
SULAWESI TENGGARA,MUNA,WATOPUTE,2870,2208,5078
SULAWESI TENGGARA,MUNA,DURUKA,3004,2103,5107
SULAWESI TENGGARA,MUNA,BATUKARA,478,575,1053
SULAWESI TENGGARA,MUNA,MALIGANO,1200,1156,2356
SULAWESI TENGGARA,MUNA,KABANGKA,2146,2348,4494
SULAWESI TENGGARA,BUTON,MAWASANGKA TENGAH,2077,1871,3948
SULAWESI TENGGARA,MUNA,PASI KOLAGA,1069,579,1648
SULAWESI TENGGARA,MUNA,TOWEA,1382,730,2112
SULAWESI TENGGARA,MUNA,NAPANO KUSAMBI,1056,847,1903
SULAWESI TENGGARA,BUTON,LAPANDEWA,1560,1671,3231
SULAWESI TENGGARA,BUTON,LASALIMU,1716,3419,5135
SULAWESI TENGGARA,MUNA,LOHIA,3458,2102,5560
SULAWESI TENGGARA,BUTON,LAKUDO,5643,4534,10177
SULAWESI TENGGARA,MUNA,KATOBU,8082,4828,12910
SULAWESI TENGGARA,BUTON,MAWASANGKA TIMUR,1540,875,2415
SULAWESI TENGGARA,BUTON,WABULA,951,1722,2673
SULAWESI TENGGARA,BUTON,SANGIA WAMBULU,2598,892,3490
SULAWESI TENGGARA,BUTON,MAWASANGKA,4526,5360,9886
SULAWESI TENGGARA,MUNA,TIWORO UTARA,1313,1135,2448
SULAWESI TENGGARA,MUNA,KONTUNAGA,1919,1290,3209
SULAWESI TENGGARA,MUNA,WAKORUMBA SELATAN,1091,658,1749
SULAWESI TENGGARA,BUTON,BATU ATAS,676,2216,2892
SULAWESI TENGGARA,BUTON,SIOMPU,1511,2503,4014
SULAWESI TENGGARA,BUTON,SAMPOLAWA,2916,6423,9339
SULAWESI TENGGARA,KONAWE SELATAN,BENUA,1198,3498,4696
SULAWESI TENGGARA,BUTON,SIOMPU BARAT,1925,1034,2959
SULAWESI TENGGARA,BUTON,LASALIMU SELATAN,2498,2962,5460
SULAWESI TENGGARA,BUTON,TELAGA RAYA,1120,2896,4016
SULAWESI TENGGARA,KONAWE SELATAN,TINANGGEA,4743,6038,10781
SULAWESI TENGGARA,BUTON,PASARWAJO,5645,12815,18460
SULAWESI TENGGARA,BUTON,WOLOWA,755,1667,2422
SULAWESI TENGGARA,BUTON,KAPONTORI,3403,3607,7010
SULAWESI TENGGARA,BUTON,KADATUA,2112,1476,3588
SULAWESI TENGGARA,KONAWE SELATAN,MOWILA,2428,4203,6631
SULAWESI TENGGARA,KONAWE SELATAN,BAITO,1667,1989,3656
SULAWESI TENGGARA,BUTON,G U,7341,2910,10251
SULAWESI TENGGARA,BUTON,SIOTAPINA,1709,3989,5698
SULAWESI TENGGARA,BUTON,BATAUGA,2571,4325,6896
SULAWESI TENGGARA,KONAWE SELATAN,KONDA,4943,4268,9211
SULAWESI TENGGARA,KONAWE SELATAN,LAONTI,2815,1852,4667
SULAWESI TENGGARA,KONAWE SELATAN,BUKE,2594,4560,7154
SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO,4009,3923,7932
SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,1773,2109,3882
SULAWESI TENGGARA,KONAWE SELATAN,LANDONO,3175,3524,6699
SULAWESI TENGGARA,KONAWE SELATAN,LAINEA,2054,2446,4500
SULAWESI TENGGARA,KONAWE SELATAN,LAEYA,4958,4171,9129
SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA SELATAN,1331,1839,3170
SULAWESI TENGGARA,KONAWE SELATAN,WOLASI,1347,1237,2584
SULAWESI TENGGARA,KONAWE SELATAN,BASALA,677,3619,4296
SULAWESI TENGGARA,KONAWE SELATAN,MORAMO,3681,3629,7310
SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,2506,6209,8715
SULAWESI TENGGARA,KONAWE SELATAN,ANGATA,3468,3687,7155
SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,3677,2642,6319
SULAWESI TENGGARA,BOMBANA,KABAENA TENGAH,1074,617,1691
SULAWESI TENGGARA,BOMBANA,TONTONUNU,689,1808,2497
SULAWESI TENGGARA,BOMBANA,RUMBIA,1925,2635,4560
SULAWESI TENGGARA,BOMBANA,POLEANG TENGGARA,514,1190,1704
SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO BARAT,2191,1468,3659
SULAWESI TENGGARA,BOMBANA,KABAENA SELATAN,1084,552,1636
SULAWESI TENGGARA,BOMBANA,KABAENA BARAT,1236,2082,3318
SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO,4481,3136,7617
SULAWESI TENGGARA,BOMBANA,POLEANG SELATAN,576,2478,3054
SULAWESI TENGGARA,BOMBANA,POLEANG,2231,4996,7227
SULAWESI TENGGARA,BOMBANA,KABAENA UTARA,760,938,1698
SULAWESI TENGGARA,KONAWE SELATAN,KOLONO,3025,4104,7129
SULAWESI TENGGARA,BOMBANA,LANTARI JAYA,1696,2223,3919
SULAWESI TENGGARA,BOMBANA,MATA OLEO,1537,1406,2943
SULAWESI TENGGARA,BOMBANA,MATA USU,282,551,833
SULAWESI TENGGARA,BOMBANA,POLEANG UTARA,0,0,0
SULAWESI TENGGARA,BOMBANA,KABAENA TIMUR,1180,1821,3001
SULAWESI TENGGARA,BOMBANA,POLEANG BARAT,1927,3664,5591
SULAWESI TENGGARA,BOMBANA,POLEANG TENGAH,458,1351,1809
SULAWESI TENGGARA,KOLAKA UTARA,LASUSUA,3020,8644,11664
SULAWESI TENGGARA,BOMBANA,RUMBIA TENGAH,1006,1806,2812
SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,4273,7920,12193
SULAWESI TENGGARA,KOLAKA UTARA,POREHU,931,2339,3270
SULAWESI TENGGARA,WAKATOBI,KALEDUPA SELATAN,897,2502,3399
SULAWESI TENGGARA,WAKATOBI,BINONGKO,1252,2407,3659
SULAWESI TENGGARA,BOMBANA,RAROWATU,1281,1257,2538
SULAWESI TENGGARA,KOLAKA UTARA,WATUNOHU,499,3560,4059
SULAWESI TENGGARA,BOMBANA,POLEANG TIMUR,1125,3385,4510
SULAWESI TENGGARA,BOMBANA,KABAENA,868,595,1463
SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,816,3422,4238
SULAWESI TENGGARA,KOLAKA UTARA,LAMBAI,590,2670,3260
SULAWESI TENGGARA,WAKATOBI,TOMIA,1099,2588,3687
SULAWESI TENGGARA,BOMBANA,RAROWATU UTARA,1389,2080,3469
SULAWESI TENGGARA,KOLAKA UTARA,NGAPA,1919,9334,11253
SULAWESI TENGGARA,KOLAKA UTARA,PAKUE,1124,3784,4908
SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,927,3044,3971
SULAWESI TENGGARA,KOLAKA UTARA,TOLALA,271,1212,1483
SULAWESI TENGGARA,KONAWE UTARA,SAWA,981,1382,2363
SULAWESI TENGGARA,WAKATOBI,KALEDUPA,1618,3381,4999
SULAWESI TENGGARA,KOLAKA UTARA,KODEOHA,1023,4434,5457
SULAWESI TENGGARA,KONAWE UTARA,ASERA,1910,1849,3759
SULAWESI TENGGARA,KOLAKA UTARA,TIWU,540,1909,2449
SULAWESI TENGGARA,KONAWE UTARA,ANDOWIA,1320,1884,3204
SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,1110,1803,2913
SULAWESI TENGGARA,KOLAKA UTARA,RANTE ANGIN,653,2181,2834
SULAWESI TENGGARA,KOLAKA UTARA,KATOI,711,2519,3230
SULAWESI TENGGARA,WAKATOBI,TOGO BINONGKO,726,1428,2154
SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,1260,3012,4272
SULAWESI TENGGARA,BUTON UTARA,KULISUSU UTARA,1765,2416,4181
SULAWESI TENGGARA,KOLAKA UTARA,PAKUE TENGAH,895,3104,3999
SULAWESI TENGGARA,KONAWE UTARA,WIWIRANO,1771,2888,4659
SULAWESI TENGGARA,KONAWE UTARA,LANGGIKIMA,901,1578,2479
SULAWESI TENGGARA,KONAWE UTARA,OHEO,1325,1200,2525
SULAWESI TENGGARA,KOLAKA UTARA,WAWO,1031,2282,3313
SULAWESI TENGGARA,BUTON UTARA,KULISUSU,4343,6871,11214
SULAWESI TENGGARA,KOTA KENDARI,POASIA,6554,7268,13822
SULAWESI TENGGARA,BUTON UTARA,WAKORUMBA UTARA,1459,1575,3034
SULAWESI TENGGARA,BUTON UTARA,KAMBOWA,994,2062,3056
SULAWESI TENGGARA,KONAWE UTARA,LEMBO,1399,1208,2607
SULAWESI TENGGARA,KOTA KENDARI,MANDONGA,8626,10097,18723
SULAWESI TENGGARA,KOTA KENDARI,ABELI,5658,6465,12123
SULAWESI TENGGARA,KONAWE UTARA,LASOLO,2852,3388,6240
SULAWESI TENGGARA,KOTA BAU BAU,SORA WALIO,1509,1645,3154
SULAWESI TENGGARA,KOTA KENDARI,KADIA,9703,10143,19846
SULAWESI TENGGARA,KOTA KENDARI,PUUWATU,8297,8003,16300
SULAWESI TENGGARA,BUTON UTARA,BONEGUNU,1307,2386,3693
SULAWESI TENGGARA,BUTON UTARA,KULISUSU BARAT,1140,1829,2969
SULAWESI TENGGARA,KOTA KENDARI,KAMBU,6205,6121,12326
SULAWESI TENGGARA,KOTA BAU BAU,MURHUM,3968,5653,9621
SULAWESI TENGGARA,KOTA BAU BAU,BATUPOARO,4798,8032,12830
SULAWESI TENGGARA,KONAWE UTARA,MOTUI,676,1098,1774
SULAWESI TENGGARA,KOTA KENDARI,KENDARI,6397,7410,13807
SULAWESI TENGGARA,KOTA KENDARI,KENDARI BARAT,9274,12711,21985
GORONTALO,GORONTALO,BILUHU,2848,1735,4583
GORONTALO,GORONTALO,ASPARAGA,4625,2337,6962
GORONTALO,GORONTALO,TABONGO,7036,2526,9562
SULAWESI TENGGARA,KOTA BAU BAU,KOKALUKUNA,3464,4453,7917
GORONTALO,GORONTALO,TILANGO,5072,2470,7542
GORONTALO,GORONTALO,TALAGA JAYA,3584,2442,6026
GORONTALO,GORONTALO,LIMBOTO,18154,7695,25849
SULAWESI TENGGARA,KOTA KENDARI,BARUGA,4871,5547,10418
