ProvinceName,KabupatenName,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
ACEH,ACEH SELATAN,TRUMON TIMUR,0,0,0
ACEH,ACEH SELATAN,KLUET TENGAH,0,0,0
ACEH,ACEH SELATAN,KOTA BAHAGIA,1172,1389,2561
ACEH,ACEH SELATAN,BAKONGAN,0,0,0
ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,0,0,0
ACEH,ACEH SELATAN,LABUHAN HAJI BARAT,3584,3200,6784
ACEH,ACEH SELATAN,BAKONGAN TIMUR,1027,1230,2257
ACEH,ACEH SELATAN,KLUET TIMUR,2552,1689,4241
ACEH,ACEH SELATAN,SAMADUA,6333,2476,8809
ACEH,ACEH SELATAN,SAWANG,4676,2743,7419
ACEH,ACEH SELATAN,MEUKEK,5016,3676,8692
ACEH,ACEH SELATAN,TAPAKTUAN,7752,3401,11153
ACEH,ACEH SELATAN,KLUET UTARA,5194,5108,10302
ACEH,ACEH SELATAN,PASIE RAJA,3470,2925,6395
ACEH,ACEH SELATAN,TRUMON,950,1174,2124
ACEH,ACEH TENGGARA,TANOH ALAS,1398,881,2279
ACEH,ACEH SELATAN,KLUET SELATAN,2779,3259,6038
ACEH,ACEH TENGGARA,DELENG POKHKISEN,0,0,0
ACEH,ACEH SELATAN,LABUHAN HAJI,0,0,0
ACEH,ACEH TENGGARA,LAWE ALAS,7473,2030,9503
ACEH,ACEH TENGGARA,SEMADAM,0,0,0
ACEH,ACEH SELATAN,TRUMON TENGAH,0,0,0
ACEH,ACEH TENGGARA,LAWE BULAN,6165,2590,8755
ACEH,ACEH TENGGARA,LAWE SUMUR,0,0,0
ACEH,ACEH TENGGARA,BABUL RAHMAH,0,0,0
ACEH,ACEH TENGGARA,KETAMBE,3705,2347,6052
ACEH,ACEH TENGGARA,BUKIT TUSAM,0,0,0
ACEH,ACEH TENGGARA,DARUL HASANAH,0,0,0
ACEH,ACEH TIMUR,BANDA ALAM,960,1731,2691
ACEH,ACEH TENGGARA,BAMBEL,7774,2528,10302
ACEH,ACEH TENGGARA,BABUL MAKMUR,0,0,0
ACEH,ACEH TENGGARA,BABUSSALAM,0,0,0
ACEH,ACEH TIMUR,DARUL AMAN,2354,3297,5651
ACEH,ACEH TENGGARA,BADAR,0,0,0
ACEH,ACEH TIMUR,DARUL IHSAN,1155,1195,2350
ACEH,ACEH TIMUR,PEUDAWA,1637,1673,3310
ACEH,ACEH TENGGARA,LEUSER,0,0,0
ACEH,ACEH TIMUR,INDRA MAKMU,4063,1733,5796
ACEH,ACEH TIMUR,MADAT,3393,3941,7334
ACEH,ACEH TIMUR,IDI TUNONG,1746,1748,3494
ACEH,ACEH TIMUR,PEUREULAK TIMUR,1391,2678,4069
ACEH,ACEH TIMUR,SUNGAI RAYA,1477,1872,3349
ACEH,ACEH TIMUR,IDI RAYEUK,5577,5106,10683
ACEH,ACEH TIMUR,DARUL FALAH,442,1084,1526
ACEH,ACEH TIMUR,SERBAJADI,1893,1267,3160
ACEH,ACEH TIMUR,PEUREULAK,4870,6850,11720
ACEH,ACEH TIMUR,PEUREULAK BARAT,2282,2048,4330
ACEH,ACEH TENGAH,LINGE,2239,3127,5366
ACEH,ACEH TIMUR,SIMPANG JERNIH,1300,544,1844
ACEH,ACEH TIMUR,RANTAU SELAMAT,1835,1942,3777
ACEH,ACEH TIMUR,SIMPANG ULIM,2492,2775,5267
ACEH,ACEH TIMUR,IDI TIMUR,824,1153,1977
ACEH,ACEH TIMUR,JULOK,3589,4736,8325
ACEH,ACEH TIMUR,PANTE BIDARI,2626,4052,6678
ACEH,ACEH TIMUR,RANTAU PEUREULAK,5339,3238,8577
ACEH,ACEH TIMUR,PEUNARON,2315,1801,4116
ACEH,ACEH TENGAH,CELALA,1747,3106,4853
ACEH,ACEH TIMUR,NURUSSALAM,2570,3702,6272
ACEH,ACEH TIMUR,BIREM BAYEUN,8471,3382,11853
ACEH,ACEH TENGAH,PEGASING,3528,6690,10218
ACEH,ACEH TENGAH,KEBAYAKAN,3047,4750,7797
ACEH,ACEH TENGAH,RUSIP ANTARA,1525,2194,3719
ACEH,ACEH TENGAH,BIES,1865,2243,4108
ACEH,ACEH TENGAH,LAUT TAWAR,3987,5035,9022
ACEH,ACEH TENGAH,KETOL,3311,3819,7130
ACEH,ACEH TENGAH,ATU LINTANG,1972,1413,3385
ACEH,ACEH BARAT,WOYLA BARAT,2425,1714,4139
ACEH,ACEH BARAT,PANTE CEUREUMEN,3245,2270,5515
ACEH,ACEH TENGAH,KUTE PANANG,1463,2745,4208
ACEH,ACEH TENGAH,JAGONG JEGET,3274,1968,5242
ACEH,ACEH TENGAH,SILIH NARA,4403,7420,11823
ACEH,ACEH TENGAH,BEBESEN,6936,9334,16270
ACEH,ACEH BARAT,SUNGAI MAS,1218,845,2063
ACEH,ACEH TENGAH,BINTANG,1225,4038,5263
ACEH,ACEH BESAR,KUTA MALAKA,2158,1042,3200
ACEH,ACEH BARAT,JOHAN PAHWALAN,13649,10052,23701
ACEH,ACEH BARAT,ARONGAN LAMBALEK,2261,3316,5577
ACEH,ACEH BARAT,BUBON,1732,1800,3532
ACEH,ACEH BARAT,WOYLA TIMUR,1345,1281,2626
ACEH,ACEH BARAT,MEUREUBO,5705,5686,11391
ACEH,ACEH BESAR,DARUL KAMAL,1819,1599,3418
ACEH,ACEH BARAT,WOYLA,4000,3208,7208
ACEH,ACEH BESAR,KOTA JANTHO,1967,2018,3985
ACEH,ACEH BARAT,KAWAY XVI,5921,4506,10427
ACEH,ACEH BESAR,MONTASIK,6373,3074,9447
ACEH,ACEH BARAT,SAMATIGA,3904,4284,8188
ACEH,ACEH BESAR,KUTA BARO,6132,5241,11373
ACEH,ACEH BESAR,LEUPUNG,631,763,1394
ACEH,ACEH BESAR,LHOONG,2779,2419,5198
ACEH,ACEH BESAR,INDRAPURI,6377,3906,10283
ACEH,ACEH BARAT,PANTON REU,1930,1100,3030
ACEH,ACEH BESAR,SIMPANG TIGA,1857,1176,3033
ACEH,ACEH BESAR,KOTA COT GLIE,3272,3379,6651
ACEH,ACEH BESAR,LHOKNGA,4580,3111,7691
ACEH,ACEH BESAR,SUKAMAKMUR,4189,3170,7359
ACEH,ACEH BESAR,PULO ACEH,1127,1301,2428
ACEH,PIDIE,TANGSE,5198,6186,11384
ACEH,ACEH BESAR,BLANG BINTANG,3053,2148,5201
ACEH,ACEH BESAR,SEULIMEUM,4693,5158,9851
ACEH,ACEH BESAR,BAITUSSALAM,3779,3160,6939
ACEH,ACEH BESAR,PEUKAN BADA,3778,3662,7440
ACEH,PIDIE,GLUMPANG BARO,1565,2941,4506
ACEH,PIDIE,MANE,976,1397,2373
ACEH,PIDIE,PEUKAN BARO,0,0,0
ACEH,PIDIE,KEUMALA,1032,2969,4001
ACEH,ACEH BESAR,DARUSSALAM,5537,3722,9259
ACEH,PIDIE,BATEE,0,0,0
ACEH,PIDIE,PADANG TIJI,4002,5167,9169
ACEH,ACEH BESAR,INGIN JAYA,8026,6351,14377
ACEH,ACEH BESAR,MESJID RAYA,3001,3257,6258
ACEH,PIDIE,DELIMA,0,0,0
ACEH,PIDIE,GEULUMPANG TIGA,0,0,0
ACEH,PIDIE,TITEUE,1110,1353,2463
ACEH,ACEH BESAR,DARUL IMARAH,11484,7981,19465
ACEH,PIDIE,SIMPANG TIGA,4660,5611,10271
ACEH,PIDIE,SAKTI,0,0,0
ACEH,PIDIE,MUARA TIGA,4865,1867,6732
ACEH,PIDIE,KOTA SIGLI,3518,3742,7260
ACEH,PIDIE,PIDIE,0,0,0
ACEH,ACEH UTARA,COT GIREK,6352,2450,8802
ACEH,PIDIE,MILA,1760,1958,3718
ACEH,PIDIE,MUTIARA TIMUR,4938,8418,13356
ACEH,PIDIE,MUTIARA,3270,4973,8243
ACEH,ACEH UTARA,BAKTIYA,7176,6433,13609
ACEH,PIDIE,KEMBANG TANJONG,3411,5241,8652
ACEH,ACEH UTARA,PAYA BAKONG,2984,2449,5433
ACEH,ACEH UTARA,BANDA BARO,1705,695,2400
ACEH,PIDIE,GEUMPANG,785,1158,1943
ACEH,ACEH UTARA,GEUREDONG PASE,1563,533,2096
ACEH,PIDIE,INDRA JAYA,3618,5734,9352
ACEH,ACEH UTARA,KUTA MAKMUR,6314,3703,10017
ACEH,ACEH UTARA,TANAH PASIR,1867,1427,3294
ACEH,ACEH UTARA,NIBONG,2514,1675,4189
ACEH,ACEH UTARA,MEURAH MULIA,3965,3782,7747
ACEH,ACEH UTARA,SAMUDERA,6294,3771,10065
ACEH,ACEH UTARA,PIRAK TIMUR,1775,1507,3282
ACEH,ACEH UTARA,NISAM,4535,1928,6463
ACEH,ACEH UTARA,LAPANG,1181,1280,2461
ACEH,ACEH UTARA,LANGKAHAN,4194,3819,8013
ACEH,ACEH UTARA,BAKTIYA BARAT,2948,3224,6172
ACEH,ACEH UTARA,LHOKSUKON,9549,7667,17216
ACEH,ACEH UTARA,MATANGKULI,3872,3445,7317
ACEH,ACEH UTARA,SIMPANG KRAMAT,2801,1284,4085
ACEH,ACEH UTARA,MUARA BATU,5837,2986,8823
ACEH,ACEH UTARA,SYAMTALIRA ARON,4374,3121,7495
ACEH,SIMEULUE,TEUPAH TENGAH,0,0,0
ACEH,SIMEULUE,SIMEULUE TIMUR,0,0,0
ACEH,SIMEULUE,ALAPAN,0,0,0
ACEH,ACEH UTARA,SAWANG,7866,3931,11797
ACEH,ACEH UTARA,DEWANTARA,8254,4449,12703
ACEH,SIMEULUE,SIMEULUE TENGAH,0,0,0
ACEH,SIMEULUE,SIMEULUE CUT,0,0,0
ACEH,ACEH UTARA,NISAM ANTARA,1611,937,2548
ACEH,ACEH UTARA,SEUNUDDON,6338,2800,9138
ACEH,SIMEULUE,TEUPAH SELATAN,0,0,0
ACEH,ACEH UTARA,SYAMTALIRA BAYU,4800,2801,7601
ACEH,ACEH SINGKIL,SINGKIL,4907,2480,7387
ACEH,ACEH UTARA,TANAH LUAS,6213,4120,10333
ACEH,ACEH SINGKIL,DANAU PARIS,1054,1273,2327
ACEH,ACEH SINGKIL,PULAU BANYAK,838,574,1412
ACEH,SIMEULUE,SIMEULUE BARAT,0,0,0
ACEH,SIMEULUE,SALANG,0,0,0
ACEH,SIMEULUE,TELUK DALAM,0,0,0
ACEH,ACEH SINGKIL,SINGKIL UTARA,2008,1810,3818
ACEH,ACEH SINGKIL,KOTA BAHARU,1627,1031,2658
ACEH,ACEH SINGKIL,SIMPANG KANAN,3821,2613,6434
ACEH,ACEH SINGKIL,PULAU BANYAK BARAT,370,654,1024
ACEH,BIREUEN,KOTA JUANG,10759,5952,16711
ACEH,ACEH SINGKIL,SINGKOHOR,1795,1135,2930
ACEH,SIMEULUE,TEUPAH BARAT,0,0,0
ACEH,ACEH SINGKIL,KUALA BARU,569,413,982
ACEH,BIREUEN,PEUSANGAN SIBLAH KRUENG,2839,1838,4677
ACEH,BIREUEN,KUALA,4215,2235,6450
ACEH,BIREUEN,PEULIMBANG,2180,2342,4522
ACEH,BIREUEN,SIMPANG MAMPLAM,4639,4356,8995
ACEH,BIREUEN,PEUSANGAN,11179,7392,18571
ACEH,ACEH SINGKIL,GUNUNG MERIAH,9059,5549,14608
ACEH,BIREUEN,SAMALANGA,6185,3652,9837
ACEH,ACEH SINGKIL,SURO MAKMUR,1233,1698,2931
ACEH,BIREUEN,JEUMPA,7113,4486,11599
ACEH,BIREUEN,JANGKA,5432,4381,9813
ACEH,BIREUEN,PANDRAH,2018,1335,3353
ACEH,BIREUEN,PEUSANGAN SELATAN,3085,2060,5145
ACEH,BIREUEN,PEUDADA,5264,5031,10295
ACEH,BIREUEN,JULI,7180,4581,11761
ACEH,BIREUEN,MAKMUR,3523,2013,5536
ACEH,ACEH BARAT DAYA,LEMBAH SABIL,0,0,0
ACEH,ACEH BARAT DAYA,JEUMPA,2860,1536,4396
ACEH,ACEH BARAT DAYA,BABAH ROT,2284,3615,5899
ACEH,BIREUEN,GANDAPURA,6515,2592,9107
ACEH,ACEH BARAT DAYA,KUALA BATEE,3972,3536,7508
ACEH,ACEH BARAT DAYA,MANGGENG,3479,2648,6127
ACEH,BIREUEN,JEUNIEB,7878,3096,10974
ACEH,GAYO LUES,PANTAN CUACA,714,1561,2275
ACEH,BIREUEN,KUTA BLANG,5773,2745,8518
ACEH,ACEH BARAT DAYA,SETIA,1239,1627,2866
ACEH,ACEH BARAT DAYA,BLANG PIDIE,4780,3709,8489
ACEH,GAYO LUES,DABUN GELANG,1233,1499,2732
ACEH,GAYO LUES,RIKIT GAIB,0,0,0
ACEH,ACEH BARAT DAYA,SUSOH,4895,5305,10200
ACEH,ACEH JAYA,INDRA JAYA,2307,1233,3540
ACEH,GAYO LUES,TERANGUN,2187,2268,4455
ACEH,ACEH JAYA,PANGA,1458,1992,3450
ACEH,GAYO LUES,TERIPE JAYA,0,0,0
ACEH,ACEH JAYA,JAYA,5321,2147,7468
ACEH,ACEH JAYA,SAMPOINIET,1453,1618,3071
ACEH,GAYO LUES,BLANGJERANGO,1201,2483,3684
ACEH,ACEH JAYA,SETIA BAKTI,1729,1593,3322
ACEH,NAGAN RAYA,DARUL MAKMUR,10555,9416,19971
ACEH,GAYO LUES,PINING,680,1444,2124
ACEH,GAYO LUES,KUTAPANJANG,1536,2498,4034
ACEH,GAYO LUES,BLANGPEGAYON,1155,1465,2620
ACEH,NAGAN RAYA,TRIPA MAKMUR,1932,1612,3544
ACEH,NAGAN RAYA,SEUNAGAN,3480,4764,8244
ACEH,GAYO LUES,PUTERI BETUNG,1259,2673,3932
ACEH,ACEH TAMIANG,MANYAK PAYED,7261,4187,11448
ACEH,ACEH TAMIANG,BANDA MULIA,3180,1373,4553
ACEH,NAGAN RAYA,BEUTONG ATEUH BANGGALANG,308,553,861
ACEH,GAYO LUES,BLANGKEJEREN,0,0,0
ACEH,NAGAN RAYA,TADU RAYA,3129,3235,6364
ACEH,ACEH JAYA,TEUNOM,3345,3199,6544
ACEH,ACEH JAYA,PASIE RAYA,0,0,0
ACEH,ACEH JAYA,KRUENG SABEE,0,0,0
ACEH,ACEH TAMIANG,TENGGULUN,3867,2994,6861
ACEH,NAGAN RAYA,SUKA MAKMUE,2077,2852,4929
ACEH,NAGAN RAYA,KUALA,4447,4269,8716
ACEH,ACEH TAMIANG,KARANG BARU,12432,5320,17752
ACEH,ACEH JAYA,DARUL HIKMAH,1779,1271,3050
ACEH,NAGAN RAYA,BEUTONG,2308,4007,6315
ACEH,ACEH TAMIANG,KEJURUAN MUDA,9005,5757,14762
ACEH,BENER MERIAH,PERMATA,0,0,0
ACEH,NAGAN RAYA,SEUNAGAN TIMUR,3125,4321,7446
ACEH,NAGAN RAYA,KUALA PESISIR,4204,3819,8023
ACEH,ACEH TAMIANG,KOTA KUALASIMPANG,4391,2982,7373
ACEH,ACEH TAMIANG,BENDAHARA,5617,2931,8548
ACEH,BENER MERIAH,GAJAH PUTIH,0,0,0
ACEH,ACEH TAMIANG,BANDAR PUSAKA,3303,2136,5439
ACEH,ACEH TAMIANG,TAMIANG HULU,5532,2790,8322
ACEH,ACEH TAMIANG,RANTAU,10874,4766,15640
ACEH,BENER MERIAH,BENER KELIPAH,759,1531,2290
ACEH,BENER MERIAH,BANDAR,0,0,0
ACEH,PIDIE JAYA,MEURAH DUA,2344,2740,5084
ACEH,PIDIE JAYA,BANDAR BARU,6010,6710,12720
ACEH,ACEH TAMIANG,SEKERAK,1990,1106,3096
ACEH,ACEH TAMIANG,SERUWAY,6817,4801,11618
ACEH,BENER MERIAH,BUKIT,0,0,0
ACEH,BENER MERIAH,TIMANG GAJAH,0,0,0
ACEH,PIDIE JAYA,JANGKA BUYA,1195,2071,3266
ACEH,BENER MERIAH,SYIAH UTAMA,300,653,953
ACEH,BENER MERIAH,MESIDAH,635,1445,2080
ACEH,PIDIE JAYA,ULIM,1917,3794,5711
ACEH,BENER MERIAH,PINTU RIME GAYO,1965,3742,5707
ACEH,KOTA BANDA ACEH,KUTA ALAM,8282,6568,14850
ACEH,KOTA BANDA ACEH,JAYA BARU,4594,3471,8065
ACEH,KOTA BANDA ACEH,BAITURRAHMAN,6679,5261,11940
ACEH,BENER MERIAH,WIH PESAM,5304,5670,10974
ACEH,PIDIE JAYA,MEUREUDU,3636,4771,8407
ACEH,KOTA BANDA ACEH,BANDA RAYA,5642,3709,9351
ACEH,KOTA SABANG,SUKAJAYA,3746,2619,6365
ACEH,PIDIE JAYA,PANTERAJA,1521,1300,2821
ACEH,KOTA LHOKSEUMAWE,MUARA SATU,5999,3257,9256
ACEH,PIDIE JAYA,BANDAR DUA,3590,4847,8437
ACEH,KOTA BANDA ACEH,KUTA RAJA,1716,1702,3418
ACEH,KOTA LHOKSEUMAWE,BLANG MANGAT,4426,3013,7439
ACEH,KOTA BANDA ACEH,LUENG BATA,4387,3644,8031
ACEH,PIDIE JAYA,TRIENGGADENG,3869,4105,7974
ACEH,KOTA LANGSA,LANGSA BARO,14232,5092,19324
ACEH,KOTA SUBULUSSALAM,SIMPANG KIRI,7966,4310,12276
ACEH,KOTA BANDA ACEH,MEURAXA,3215,3080,6295
SUMATERA UTARA,TAPANULI TENGAH,ANDAM DEWI,1407,4863,6270
ACEH,KOTA BANDA ACEH,ULEE KARENG,5028,3950,8978
ACEH,KOTA SABANG,SUKAKARYA,3555,2918,6473
ACEH,KOTA SUBULUSSALAM,LONGKIB,1494,1039,2533
ACEH,KOTA BANDA ACEH,SYIAH KUALA,6280,4618,10898
ACEH,KOTA LHOKSEUMAWE,MUARA DUA,9299,4709,14008
ACEH,KOTA LANGSA,LANGSA BARAT,6976,3235,10211
SUMATERA UTARA,TAPANULI TENGAH,PASARIBU TOBING,0,0,0
ACEH,KOTA LHOKSEUMAWE,BANDA SAKTI,14892,8317,23209
ACEH,KOTA SUBULUSSALAM,PENANGGALAN,3299,2038,5337
SUMATERA UTARA,TAPANULI TENGAH,BARUS UTARA,240,2040,2280
SUMATERA UTARA,TAPANULI TENGAH,SIRANDORUNG,1010,4761,5771
ACEH,KOTA SUBULUSSALAM,SULTAN DAULAT,3649,2204,5853
ACEH,KOTA LANGSA,LANGSA KOTA,8533,4667,13200
ACEH,KOTA LANGSA,LANGSA TIMUR,3639,1838,5477
ACEH,KOTA SUBULUSSALAM,RUNDENG,3764,1685,5449
ACEH,KOTA LANGSA,LANGSA LAMA,9313,3508,12821
SUMATERA UTARA,TAPANULI TENGAH,SORKAM,0,0,0
SUMATERA UTARA,TAPANULI TENGAH,PINANGSORI,2315,6550,8865
SUMATERA UTARA,TAPANULI TENGAH,BARUS,3972,2833,6805
SUMATERA UTARA,TAPANULI TENGAH,MANDUAMAS,1828,5877,7705
SUMATERA UTARA,TAPANULI TENGAH,SORKAM BARAT,2183,4574,6757
SUMATERA UTARA,TAPANULI TENGAH,SITAHUIS,0,0,0
SUMATERA UTARA,TAPANULI TENGAH,TUKKA,1587,3496,5083
SUMATERA UTARA,TAPANULI TENGAH,LUMUT,992,3857,4849
SUMATERA UTARA,TAPANULI TENGAH,PANDAN,0,0,0
SUMATERA UTARA,TAPANULI UTARA,PARMONANGAN,303,6447,6750
SUMATERA UTARA,TAPANULI UTARA,SIPAHUTAR,706,10962,11668
SUMATERA UTARA,TAPANULI UTARA,SIMANGUMBAN,677,2716,3393
SUMATERA UTARA,TAPANULI TENGAH,BADIRI,2631,6471,9102
SUMATERA UTARA,TAPANULI TENGAH,SUKA BANGUN,340,1114,1454
SUMATERA UTARA,TAPANULI UTARA,PURBA TUA,482,2920,3402
SUMATERA UTARA,TAPANULI TENGAH,SARUDIK,0,0,0
SUMATERA UTARA,TAPANULI TENGAH,KOLANG,1291,6367,7658
SUMATERA UTARA,TAPANULI UTARA,PANGARIBUAN,929,11370,12299
SUMATERA UTARA,TAPANULI UTARA,PAHAE JAE,821,4304,5125
SUMATERA UTARA,TAPANULI TENGAH,TAPIAN NAULI,2000,6211,8211
SUMATERA UTARA,TAPANULI UTARA,MUARA,229,6506,6735
SUMATERA UTARA,TAPANULI TENGAH,SOSOR GADONG,0,0,0
SUMATERA UTARA,TAPANULI SELATAN,SAYUR MATINGGI,7994,3401,11395
SUMATERA UTARA,TAPANULI UTARA,ADIAN KOTING,518,5878,6396
SUMATERA UTARA,TAPANULI UTARA,SIATAS BARITA,664,5661,6325
SUMATERA UTARA,TAPANULI TENGAH,SIBABANGUN,2050,5479,7529
SUMATERA UTARA,TAPANULI SELATAN,BATANG ANGKOLA,11997,3672,15669
SUMATERA UTARA,TAPANULI UTARA,TARUTUNG,2140,16837,18977
SUMATERA UTARA,TAPANULI UTARA,GAROGA,914,6395,7309
SUMATERA UTARA,TAPANULI SELATAN,MARANCAR,3491,1451,4942
SUMATERA UTARA,TAPANULI SELATAN,ANGKOLA TIMUR,8052,1963,10015
SUMATERA UTARA,TAPANULI SELATAN,TANO TOMBANGAN ANGKOLA,1431,6247,7678
SUMATERA UTARA,TAPANULI UTARA,PAGARAN,308,7648,7956
SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,586,5306,5892
SUMATERA UTARA,TAPANULI SELATAN,ARSE,2975,1570,4545
SUMATERA UTARA,TAPANULI SELATAN,ANGKOLA SANGKUNUR,3871,5876,9747
SUMATERA UTARA,TAPANULI SELATAN,ANGKOLA BARAT,8823,2362,11185
SUMATERA UTARA,NIAS,HILISERANGKAI,427,5891,6318
SUMATERA UTARA,TAPANULI UTARA,SIPOHOLON,936,9178,10114
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,7160,7530,14690
SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,4687,2178,6865
SUMATERA UTARA,TAPANULI SELATAN,ANGKOLA SELATAN,5712,6129,11841
SUMATERA UTARA,TAPANULI SELATAN,AEK BILAH,2908,975,3883
SUMATERA UTARA,TAPANULI SELATAN,MUARA BATANG TORU,2141,2946,5087
SUMATERA UTARA,NIAS,ULUGAWO,486,4785,5271
SUMATERA UTARA,LANGKAT,BAHOROK,0,0,0
SUMATERA UTARA,LANGKAT,BESITANG,0,0,0
SUMATERA UTARA,TAPANULI SELATAN,SIPIROK,11369,4333,15702
SUMATERA UTARA,LANGKAT,SEI LEPAN,9688,12619,22307
SUMATERA UTARA,LANGKAT,PANGKALAN SUSU,0,0,0
SUMATERA UTARA,LANGKAT,SAWIT SEBERANG,5258,7260,12518
SUMATERA UTARA,LANGKAT,PADANG TUALANG,11242,12489,23731
SUMATERA UTARA,LANGKAT,BABALAN,12053,12274,24327
SUMATERA UTARA,NIAS,BOTOMUZOI,387,3819,4206
SUMATERA UTARA,NIAS,HILIDUHO,222,4117,4339
SUMATERA UTARA,NIAS,IDANO GAWO,2099,9244,11343
SUMATERA UTARA,LANGKAT,SALAPIAN,5536,8311,13847
SUMATERA UTARA,NIAS,GIDO,517,8501,9018
SUMATERA UTARA,LANGKAT,KUALA,11025,9508,20533
SUMATERA UTARA,LANGKAT,TANJUNG PURA,0,0,0
SUMATERA UTARA,LANGKAT,SEI BINGEI,8473,14775,23248
SUMATERA UTARA,NIAS,BAWOLATO,1524,7707,9231
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,0,0,0
SUMATERA UTARA,LANGKAT,KUTAMBARU,2173,4877,7050
SUMATERA UTARA,LANGKAT,SELESAI,0,0,0
SUMATERA UTARA,LANGKAT,BATANG SERANGAN,0,0,0
SUMATERA UTARA,LANGKAT,SIRAPIT,4312,4443,8755
SUMATERA UTARA,LANGKAT,HINAI,0,0,0
SUMATERA UTARA,LANGKAT,GEBANG,10299,9860,20159
SUMATERA UTARA,LANGKAT,SECANGGANG,17900,14641,32541
SUMATERA UTARA,KARO,DOLAT RAYAT,483,3606,4089
SUMATERA UTARA,KARO,KUTABULUH,1330,5130,6460
SUMATERA UTARA,KARO,KABANJAHE,5367,21660,27027
SUMATERA UTARA,KARO,MERDEKA,1105,5109,6214
SUMATERA UTARA,KARO,TIGABINANGA,1594,8804,10398
SUMATERA UTARA,LANGKAT,BINJAI,13548,8475,22023
SUMATERA UTARA,LANGKAT,STABAT,0,0,0
SUMATERA UTARA,LANGKAT,WAMPU,11793,9067,20860
SUMATERA UTARA,KARO,TIGAPANAH,1593,13036,14629
SUMATERA UTARA,KARO,BERASTAGI,4211,14167,18378
SUMATERA UTARA,LANGKAT,PEMATANG JAYA,0,0,0
SUMATERA UTARA,DELI SERDANG,GUNUNG MERIAH,0,0,0
SUMATERA UTARA,KARO,MEREK,854,8271,9125
SUMATERA UTARA,KARO,SIMPANG EMPAT,1356,8141,9497
SUMATERA UTARA,KARO,NAMAN TERAN,986,4123,5109
SUMATERA UTARA,KARO,PAYUNG,667,4816,5483
SUMATERA UTARA,KARO,LAUBALENG,929,7498,8427
SUMATERA UTARA,KARO,MARDINGDING,735,7003,7738
SUMATERA UTARA,DELI SERDANG,PATUMBAK,0,0,0
SUMATERA UTARA,KARO,JUHAR,651,6993,7644
SUMATERA UTARA,KARO,BARUSJAHE,1115,10680,11795
SUMATERA UTARA,DELI SERDANG,SUNGGAL,0,0,0
SUMATERA UTARA,DELI SERDANG,TANJUNG MORAWA,0,0,0
SUMATERA UTARA,DELI SERDANG,HAMPARAN PERAK,44699,23338,68037
SUMATERA UTARA,DELI SERDANG,BATANG KUIS,16245,8625,24870
SUMATERA UTARA,DELI SERDANG,KUTALIMBARU,0,0,0
SUMATERA UTARA,DELI SERDANG,LUBUK PAKAM,0,0,0
SUMATERA UTARA,KARO,MUNTE,1389,8829,10218
SUMATERA UTARA,DELI SERDANG,PANCUR BATU,14120,24919,39039
SUMATERA UTARA,DELI SERDANG,GALANG,0,0,0
SUMATERA UTARA,DELI SERDANG,STM HULU,1225,5003,6228
SUMATERA UTARA,KARO,TIGANDERKET,1097,5880,6977
SUMATERA UTARA,SIMALUNGUN,DOLOK PARDAMEAN,515,7822,8337
SUMATERA UTARA,DELI SERDANG,SIBOLANGIT,0,0,0
SUMATERA UTARA,DELI SERDANG,DELI TUA,0,0,0
SUMATERA UTARA,DELI SERDANG,BERINGIN,12254,13808,26062
SUMATERA UTARA,DELI SERDANG,LABUHAN DELI,0,0,0
SUMATERA UTARA,DELI SERDANG,PERCUT SEI TUAN,91428,62678,154106
SUMATERA UTARA,DELI SERDANG,PAGAR MERBAU,10146,7753,17899
SUMATERA UTARA,SIMALUNGUN,SILIMAKUTA,626,5254,5880
SUMATERA UTARA,DELI SERDANG,PANTAI LABU,10445,8143,18588
SUMATERA UTARA,SIMALUNGUN,TAPIAN DOLOK,9783,10642,20425
SUMATERA UTARA,SIMALUNGUN,SILOU KAHEAN,2095,6009,8104
SUMATERA UTARA,SIMALUNGUN,SIANTAR,12917,19726,32643
SUMATERA UTARA,SIMALUNGUN,HARANGGAOL HORISON,222,2690,2912
SUMATERA UTARA,SIMALUNGUN,UJUNG PADANG,8424,11708,20132
SUMATERA UTARA,SIMALUNGUN,HUTA BAYU RAJA,3696,10975,14671
SUMATERA UTARA,DELI SERDANG,BANGUN PURBA,4991,6222,11213
SUMATERA UTARA,DELI SERDANG,STM HILIR,4465,10386,14851
SUMATERA UTARA,SIMALUNGUN,DOLOK BATU NANGGAR,11047,10255,21302
SUMATERA UTARA,SIMALUNGUN,DOLOK SILAU,850,6301,7151
SUMATERA UTARA,SIMALUNGUN,GUNUNG MALELA,8780,9304,18084
SUMATERA UTARA,SIMALUNGUN,BANDAR MASILAM,6559,5814,12373
SUMATERA UTARA,SIMALUNGUN,PEMATANG BANDAR,6474,9134,15608
SUMATERA UTARA,SIMALUNGUN,SIDAMANIK,3902,10164,14066
SUMATERA UTARA,DELI SERDANG,NAMORAMBE,0,0,0
SUMATERA UTARA,SIMALUNGUN,PEMATANG SIDAMANIK,1896,6648,8544
